"cell_id","czi","series_id","cell_seg_id","condition","cell_id.1","dna_bright_spots_intensity_mean","dna_bright_spots_number","dna_bright_spots_width","dna_intensity_entropy","dna_intensity_max","dna_intensity_mean","dna_intensity_median","dna_intensity_mode","dna_intensity_std","dna_intensity_sum","dna_io_intensity_inner_mean","dna_io_intensity_inner_std","dna_io_intensity_outer_mean","dna_io_intensity_outer_std","dna_io_intensity_volume_inner","dna_io_intensity_volume_outer","dna_position_highest_z","dna_position_lowest_z","dna_position_x_centroid","dna_position_y_centroid","dna_position_z_centroid","dna_shape_1st_axis_length","dna_shape_1st_axis_x","dna_shape_1st_axis_y","dna_shape_1st_axis_z","dna_shape_1st_eigenvalue","dna_shape_2nd_axis_length","dna_shape_2nd_axis_x","dna_shape_2nd_axis_y","dna_shape_2nd_axis_z","dna_shape_2nd_eigenvalue","dna_shape_3rd_axis_length","dna_shape_3rd_axis_x","dna_shape_3rd_axis_y","dna_shape_3rd_axis_z","dna_shape_3rd_eigenvalue","dna_shape_equator_eccentricity","dna_shape_meridional_eccentricity","dna_shape_sphericity","dna_surface_area","dna_texture_haralick_ang2nd_moment","dna_texture_haralick_contrast","dna_texture_haralick_corr","dna_texture_haralick_diff_entropy","dna_texture_haralick_diff_var","dna_texture_haralick_entropy","dna_texture_haralick_info_corr1","dna_texture_haralick_info_corr2","dna_texture_haralick_inv_diff_moment","dna_texture_haralick_sum_avg","dna_texture_haralick_sum_entropy","dna_texture_haralick_sum_var","dna_texture_haralick_variance","dna_volume","outlier","dna_io_intensity_ratio"
"20181005_R01_001-Scene-08-P10_seg_0_cid_3","20181005_R01_001.czi",7,3,"+TSA","20181005_R01_001-Scene-08-P10_seg_0_cid_3",1471.69841269841,9,5.76774361423398,6.52470552410862,1792,934.595472952913,987,1015,237.930385145437,786976118,1017.27019167178,118.553100450351,594.43612201018,296.435015433384,677408,164642,47,0,87.8838679413336,79.9352104981889,22.7179502404845,173.653404466967,0.950754714545304,-0.307930607704782,0.0352734122029581,150.148632748795,163.137289618857,0.306370537933054,0.950918730515609,0.0434817368695583,1421.58351526586,50.2213594810523,0.0469315060112934,0.0305337320539961,-0.998431332115718,1614.24479523708,0.994406491179147,0.995664727581719,1.15477776586187,46140,0.000390700298413672,212.220507385587,0.848114440225721,4.67100781476253,0.000190918304088285,12.0202832880521,-0.193584723696466,0.95519189697719,0.118773741827207,224.231963963157,7.62670744718664,2668.90104252036,720.280387476487,842050,FALSE,1.71131960862628
"20181005_R01_001-Scene-08-P10_seg_0_cid_4","20181005_R01_001.czi",7,4,"+TSA","20181005_R01_001-Scene-08-P10_seg_0_cid_4",1706.78835978836,27,5.30213528039943,6.76469912158017,2073,1081.99074132725,1141,1191,285.98032657027,922394943,1188.27659755129,143.956922210219,688.243597030987,333.32513612011,671293,181205,52,0,84.1661681317727,77.1964790533233,24.07847525742,174.790638452104,0.930569085689579,-0.36590202224852,-0.012525449026084,163.823370772195,153.723436621733,-0.365665557698964,-0.927182043435408,-0.0813766443375919,1277.69265331575,53.9306856782054,-0.0181625073039728,-0.0803067148212719,0.996604713456167,1669.57486433934,0.991745990424859,0.995174313832797,1.06489703746069,50464,0.000354826185102202,215.356122405571,0.867825194719727,4.70420278292585,0.000186292040927633,12.179873653341,-0.20303972625142,0.96280119080317,0.116704156611508,227.7737225884,7.75367203054353,3137.19465740421,838.137694952444,852498,FALSE,1.72653491100738
"20181005_R01_001-Scene-08-P10_seg_0_cid_6","20181005_R01_001.czi",7,6,"+TSA","20181005_R01_001-Scene-08-P10_seg_0_cid_6",1829.63945578231,21,5.89082992610124,6.76096744786648,2327,1087.4971445005,1143,1186,278.977309985116,907548992,1184.53122269345,149.098248187891,686.998986231176,328.698683858891,671771,162759,52,0,84.815075551508,72.3836291086,23.3987226342972,174.176725246372,0.99997165613982,-0.00625949295135112,0.00418397717208713,174.530740558481,140.527920241169,0.00610725159135512,0.999352457771854,0.0354593658058642,1121.86937402531,53.6970486401631,-0.0044032255205078,-0.0354328081493153,0.999362360563809,1723.39816721792,0.987824656998494,0.994858848071867,1.15886955032523,45692,0.000455957654670371,152.996113850916,0.87109587618291,4.49630255612822,0.000214919789485761,11.8062838721741,-0.205513656386912,0.961082068661305,0.131117630907865,194.235785183662,7.55265432785406,2269.15424119929,605.53758876255,834530,FALSE,1.72421101986146
"20181005_R01_001-Scene-08-P10_seg_0_cid_9","20181005_R01_001.czi",7,9,"+TSA","20181005_R01_001-Scene-08-P10_seg_0_cid_9",1389.74285714286,20,5.81501438031059,6.43915634961849,1758,879.593511981777,924,965,220.54271926458,786561545,957.835610924584,105.753747575732,571.703971876225,277.746008766542,713034,181199,55,0,80.635999789764,88.3492356019069,27.3199725351223,188.034745198167,0.542585864724541,0.839870896234328,0.0147464253183027,199.661601156561,134.866446532099,0.839705120893825,-0.542776976466434,0.016984220990161,936.582628369484,56.8721883506947,-0.0222685730528047,-0.00316725062203793,0.999747007586264,2077.71093562806,0.977012727863981,0.995371982654863,1.08317771854246,51284,0.00047422615785837,189.860729062026,0.842603396665566,4.56666391292695,0.000209048188464429,11.7781744839804,-0.194464003536208,0.953139235886914,0.129059020392217,221.781892443976,7.49553950976817,2304.52663452932,623.596840897837,894233,FALSE,1.67540485643496
"20181005_R01_001-Scene-09-P9_seg_0_cid_8","20181005_R01_001.czi",8,8,"+TSA","20181005_R01_001-Scene-09-P9_seg_0_cid_8",1575.16666666667,6,6.00663467422189,6.46150789852352,2148,804.557227935858,860,864,232.672624038486,586175455,898.800474864757,102.423980125385,540.386973180077,286.001294153905,536995,191574,50,0,111.690362889445,63.6814975657762,21.0458679960306,235.531306640627,0.98334556292036,-0.179885605814579,-0.0259359346383142,136.759036514049,106.188268776036,-0.180096679412721,-0.983630450712372,-0.00602681473819415,570.500605366638,50.4067713471889,0.0244272378576193,-0.0105974172371721,0.999645439542715,3742.33167110575,0.970842660655436,0.999332052103521,0.893609694088894,53931,0.000795014419001289,134.323214706826,0.827588974701795,4.2889909810344,0.000263470996582437,11.0548996669474,-0.204193394841328,0.951630696199182,0.161557221906238,169.486116535246,7.12291499386026,1486.15323377014,405.119112119243,728569,FALSE,1.6632534081558
"20181005_R01_001-Scene-09-P9_seg_0_cid_12","20181005_R01_001.czi",8,12,"+TSA","20181005_R01_001-Scene-09-P9_seg_0_cid_12",1743.7731092437,17,5.35894286433519,6.54642579391883,2568,962.138134862798,1012,1034,238.339266545549,794806919,1037.99777331477,132.609911321798,639.804685563964,308.389981073927,668707,157377,55,0,97.0388761917674,62.1854072951419,22.6607911544104,207.530516717283,0.984791180631841,0.160382808364793,-0.0668108174681764,167.062254021598,121.361316035198,0.158719978356433,-0.986881958065889,-0.0295291265460262,820.050167185975,57.465476968028,0.0706703546069877,-0.018475811891764,0.997328604500374,2578.36759318843,0.979028778824,0.997898673455026,1.17979886317231,44566,0.000880464669395465,100.117974646608,0.850925754075533,4.14817265773282,0.000283694047258592,10.8886362331866,-0.207518064127918,0.952397122481117,0.169036168709444,159.414377429475,7.03962972640366,1283.07850612957,345.799120194044,826084,FALSE,1.62236663271669
"20181005_R01_001-Scene-09-P9_seg_0_cid_2","20181005_R01_001.czi",8,2,"+TSA","20181005_R01_001-Scene-09-P9_seg_0_cid_2",1543.5974025974,11,5.62413369149341,6.43937388572205,2050,825.903923997272,871,909,220.189613737887,507434545,907.347977456069,110.605958700502,569.090230646513,275.534011671946,466467,147932,52,0,68.0490739731022,81.0684864395938,21.5782594047191,180.481580651527,0.690100385361483,0.721138288661284,-0.0610002192668751,141.520736076978,112.989113419214,0.721560795676913,-0.692095589943488,-0.0188072465522303,723.55222179247,52.3779475962537,0.0557806083332961,0.0310364786573901,0.997960550686507,1954.22041294297,0.980685437013332,0.997374369588483,1.04105397630907,41133,0.000761081134340838,146.5952294353,0.83449787314804,4.35435036531447,0.000252414747956663,11.1808738808929,-0.201034452036498,0.95125774152804,0.156149113774547,185.962190358874,7.18432583971423,1686.55279579233,458.287006306906,614399,FALSE,1.59438333078619
"20181005_R01_001-Scene-09-P9_seg_0_cid_3","20181005_R01_001.czi",8,3,"+TSA","20181005_R01_001-Scene-09-P9_seg_0_cid_3",1541.72727272727,11,5.54236516388361,6.72945850137709,1875,919.864304074638,976,1008,268.819359624438,772980372,1025.31244425697,137.085798443302,577.476410445611,304.221140347947,642457,197863,50,0,91.3390934405941,75.9731649847677,19.9341572258187,191.777898767105,0.500859641665101,0.864716447773204,-0.0374844541323163,127.301865049391,159.37509679275,0.865177457045929,-0.498953386709539,0.050134675730681,1491.10629801118,50.6050151027113,-0.0246492833698183,0.057541140426417,0.998038791825138,2022.31837554791,0.996348966108019,0.998016777934105,0.974460107361941,54600,0.000359861319323373,208.978103064451,0.874224797883373,4.64604570211409,0.00019784104099103,12.1219190442555,-0.218775109782348,0.970023110404755,0.124499080548624,224.986093673697,7.78530949515512,3228.54381460151,859.380479416492,840320,FALSE,1.77550532924069
"20181005_R01_001-Scene-10-P2_seg_0_cid_22","20181005_R01_001.czi",9,22,"+TSA","20181005_R01_001-Scene-10-P2_seg_0_cid_22",1760.65714285714,10,5.536443200286,6.72536023987945,2330,876.931832540155,962,1005,283.693663443804,484433806,1004.31315073294,150.336088726113,576.271784421667,297.329650356306,388024,164395,79,0,80.3091150014753,58.268363325664,44.3081139497374,184.156739788974,0.876339913063337,-0.475837937853086,0.0748773241500145,267.805047136508,86.3381498891812,-0.478273258457228,-0.841050722748495,0.252761492338014,356.774801250961,74.5071002685191,0.0572978796889462,0.25731680602704,0.964626878289836,1993.79903709311,0.66072540563383,0.990938147615723,0.812525469616819,48956,0.000752186349655274,153.078352346435,0.884509634842246,4.31147868220855,0.000272574300658325,11.2514318676611,-0.249320051383864,0.975201630861249,0.176437371858116,190.066808406422,7.38937860284787,2569.86265907664,680.735252855767,552419,FALSE,1.74277689431012
"20181005_R01_001-Scene-10-P2_seg_0_cid_5","20181005_R01_001.czi",9,5,"+TSA","20181005_R01_001-Scene-10-P2_seg_0_cid_5",1782.52380952381,24,5.63398303184098,6.75268192548887,2304,1083.82341611163,1133,1157,278.188045238081,884568984,1175.14079907971,154.429672921867,673.388856723532,334.803081092765,667618,148538,50,0,85.6582773391361,69.0248469655311,23.9367535128088,172.978357743232,0.990785886256182,-0.134980084170925,-0.0111222512452426,176.202506953662,134.954604081227,-0.135154471356524,-0.990682227130423,-0.0167926686456733,1051.92904079604,51.1087030160938,0.00875194080709362,-0.0181411610740551,0.999797130325445,1738.0000697734,0.985871366405127,0.994847537041463,1.24805440576645,41777,0.000455350230801654,143.593691869716,0.877553568768185,4.49626748845476,0.000212079724064856,11.8375038214501,-0.201368687926199,0.958932901138785,0.129074631855862,188.585407546258,7.55110434051927,2236.39757636454,594.997817058562,816156,FALSE,1.74511470949716
"20181005_R01_001-Scene-10-P2_seg_0_cid_4","20181005_R01_001.czi",9,4,"+TSA","20181005_R01_001-Scene-10-P2_seg_0_cid_4",2663.51648351648,13,5.42313348891645,7.0233274919946,3749,1333.96786780778,1394,1451,356.527824779469,693300452,1446.35117318004,225.045019077571,895.668102879339,428.919316287417,413662,106066,52,0,71.1355035710987,55.9335787180987,23.0356667333682,129.871095216717,0.993601565042265,0.102863003038547,0.0466383163445284,172.292369199215,120.740188045986,0.0998229029742011,-0.992983078535083,0.0634034209234245,798.929881212363,54.6170634828301,-0.0528329252205833,0.058342166131208,0.996897624464897,1003.30080511122,0.976469857289055,0.985144832019832,1.28131442344615,29759,0.000843971058140621,92.2425462082154,0.885866025160535,4.13473201177753,0.000286877484993734,11.0365644628785,-0.221268951467732,0.962502920833908,0.171995315601193,143.095650069773,7.1737854563748,1545.87384836398,409.529098643048,519728,FALSE,1.6148293866114
"20181005_R01_001-Scene-10-P2_seg_0_cid_6","20181005_R01_001.czi",9,6,"+TSA","20181005_R01_001-Scene-10-P2_seg_0_cid_6",1442.86813186813,13,5.36014532730724,6.52280854493507,1938,875.288116628101,938,966,239.346290840047,759561023,968.424620995659,110.178410019547,562.938180431663,286.431058735905,668462,199322,68,0,66.1078574852728,83.3667283563652,40.5776034128308,166.076244514205,0.370791075225226,0.928662854588132,-0.00996398723118095,235.66047268277,140.547724855731,0.928088209375502,-0.370124465067035,0.0407450116826063,1074.08779947209,68.9061399741917,-0.0341504634155203,0.0243553457594851,0.999119894197609,1546.64812051181,0.975633818764618,0.988323750881394,0.956895550645699,56856,0.000593522928224519,162.963228937776,0.857452547860526,4.4487791179761,0.000230966263245538,11.5171335184149,-0.206155267146965,0.958242568478438,0.143224541286075,204.323452139113,7.38116653076488,2207.39975281163,592.590745437351,867784,FALSE,1.72030367571279
"20181005_R01_001-Scene-10-P2_seg_0_cid_10","20181005_R01_001.czi",9,10,"+TSA","20181005_R01_001-Scene-10-P2_seg_0_cid_10",1567.27678571429,16,5.60139772082828,6.58518005182581,2038,907.258453417691,965,1015,248.301898150703,394632024,1010.36069501216,114.72045216872,606.570193762155,285.76969210065,323908,111064,52,0,59.3011734088631,58.7781604333153,23.3539009407502,127.930196908844,0.780074844617962,-0.62473892139472,0.0344168111367786,152.601215684034,110.305790308775,-0.623384023928457,-0.780742242889484,-0.0428241623229679,663.509167324337,52.3165884441852,-0.0536245792993156,-0.0119511615527528,0.998489646532457,914.973270947476,0.973192727728119,0.985993768804709,1.05328072814974,31998,0.000566213334273486,172.095672479617,0.848459288682195,4.49666885679027,0.000223389658845634,11.5862246520371,-0.203996136853616,0.958043509995936,0.138602415749045,198.947615732156,7.42014701537873,2165.1929257427,584.322149555581,434972,FALSE,1.66569459792537
"20181005_R01_001-Scene-10-P2_seg_0_cid_7","20181005_R01_001.czi",9,7,"+TSA","20181005_R01_001-Scene-10-P2_seg_0_cid_7",2467.55952380952,12,5.71650199822157,6.80137858386499,3437,1090.60213229657,1144,1173,307.819072484845,722602436,1197.78993081513,179.071067358916,716.545586989666,365.373382060373,514997,147575,52,0,80.9269271867812,69.3309753506034,24.5138747185212,154.995558807825,0.938017200304478,0.346510875997107,-0.00734470888920517,176.899295260331,129.695411090896,0.346564392166408,-0.937489750179746,0.0317189279491917,907.841149031511,53.2171710707632,-0.00410536420767962,0.0322983145633869,0.999469841896736,1367.03315478943,0.980831641949874,0.991591979896312,1.08860232991494,41450,0.00116001811970317,79.5331542909993,0.8796187711274,3.97361481334269,0.00032779644789128,10.6067891408966,-0.228075833553283,0.961988762719776,0.19433235222549,132.24312241683,6.95624698245577,1269.71443329845,337.311896897362,662572,FALSE,1.67161720421342
"20181005_R01_001-Scene-10-P2_seg_0_cid_9","20181005_R01_001.czi",9,9,"+TSA","20181005_R01_001-Scene-10-P2_seg_0_cid_9",1925.38095238095,12,5.53638498137031,6.55120140400562,2755,973.288302583425,1027,1050,257.027036352258,630555533,1065.0257383734,129.24261271736,638.195614860352,321.452270355791,508618,139243,55,0,68.5841083195315,74.4286011968617,26.1557463715211,153.869197985625,0.616814301100656,-0.786952021167827,0.0157045960654972,197.992688079811,117.035431733848,-0.786137820000375,-0.61692152936978,-0.0373517678980562,739.504736790061,56.3212394121807,-0.0390825526644281,-0.010693127695997,0.999178768337933,1391.80219173942,0.963492068043687,0.989829850663201,1.12421324236727,39517,0.00109091518629369,93.9092064829733,0.852423541870026,4.0959574056227,0.000298033328514483,10.6981755484172,-0.206629640413635,0.949858254701092,0.178101673210405,149.045601667425,6.92636970640631,1214.78291711631,327.173030899821,647861,FALSE,1.66880767209039
"20181005_R01_001-Scene-10-P2_seg_0_cid_12","20181005_R01_001.czi",9,12,"+TSA","20181005_R01_001-Scene-10-P2_seg_0_cid_12",1604.32142857143,12,5.36746395776791,6.73987072977976,2242,892.215087548806,957,998,268.83729359015,464559444,1001.46329630981,148.116218897546,594.431793462705,297.097858312398,380929,139752,60,0,63.1674403329486,71.1389584025536,34.9352732287139,153.144978635081,0.613380501817947,0.789785407612766,0.00183573187073768,176.49598425797,112.4135208658,0.782988375562963,-0.608402689716589,0.129519770224055,626.801003500784,60.7188596117423,-0.103409688728072,0.0780075449399377,0.991575140475802,1331.84310706053,0.959537119528833,0.991180317900487,0.954095884863226,40016,0.000610040747887938,155.431126038023,0.868781965432029,4.37209683019593,0.000252742534372434,11.4735972520472,-0.231435398867137,0.970580450160743,0.159154057424335,188.451661719459,7.45266393410022,2278.14125811596,608.393096038495,520681,FALSE,1.68474046530394
"20181005_R01_001-Scene-10-P2_seg_0_cid_11","20181005_R01_001.czi",9,11,"+TSA","20181005_R01_001-Scene-10-P2_seg_0_cid_11",1716.27472527473,13,5.68295175903391,6.61215796777677,2278,901.992177932288,951,972,238.05946791862,525138944,985.357641859139,136.464839027612,621.260136681095,287.38505333476,448896,133303,76,0,59.7080637376567,64.7709442991142,44.7506866208977,137.394690707812,0.511593535352199,-0.859181045639957,0.00894345564463164,258.604236759644,113.662143997354,-0.852001763728257,-0.508610776685307,-0.124129257000547,653.812859010109,79.8234300553679,-0.111198242745908,-0.0558838854464999,0.992225751609796,1061.66567721151,0.918451979636933,0.969879931071934,1.06516584306225,38729,0.000770632141227674,128.563251603437,0.865382807045602,4.25761952336575,0.000271332511853314,11.2261584283801,-0.217436956109216,0.962090752140911,0.166940686376639,181.036662309501,7.26185522612113,1820.78500631444,487.337064479468,582199,FALSE,1.58606288039521
"20181005_R01_001-Scene-11-P3_seg_0_cid_12","20181005_R01_001.czi",10,12,"+TSA","20181005_R01_001-Scene-11-P3_seg_0_cid_12",1951.52678571429,16,5.30639031473224,6.68224409796135,2962,1015.79308710496,1070,1108,284.632529409214,621534332,1121.25085376551,156.524518521047,667.436165050251,331.079674572461,469684,142187,52,0,70.4675364578481,73.0773332941094,23.6064644344968,166.06508957456,0.765675276369666,0.64146725361114,-0.0475513795889998,165.294327684848,110.072343406388,0.642136924313162,-0.766588425004712,-0.00153527926728549,685.327221398788,53.5891966966266,0.0374371685610443,0.0293589712588446,0.998867613458738,1606.71207414384,0.970477822674949,0.994694045826063,1.05738770268725,40382,0.0010558566056769,98.7554884033165,0.86435915538014,4.1057535775745,0.000300574010307054,10.752702078479,-0.215979469841781,0.956585393841263,0.181079054082523,149.85473693092,6.99559042308787,1393.15136462193,372.976713256312,611871,FALSE,1.67993721718854
"20181005_R01_001-Scene-11-P3_seg_0_cid_13","20181005_R01_001.czi",10,13,"+TSA","20181005_R01_001-Scene-11-P3_seg_0_cid_13",1800.67226890756,17,5.33525032159158,6.49656047177792,3052,895.253117390984,939,962,241.826806367859,728001930,974.087577454008,143.0237225149,592.038993545773,298.140389722954,645383,167797,50,0,79.1410228977594,74.2411766152635,25.0940775720013,177.59069107399,0.870853973417325,-0.490568864586405,-0.0309119084118524,158.458764154824,147.663064022198,-0.487383976682486,-0.869940763322811,0.0752324902052978,1199.38539204416,53.8037407557432,0.0637982464995925,0.0504505441767503,0.996686774436105,1693.45359280456,0.99123417732435,0.995612575082179,1.1003739099433,47264,0.00161694565783167,64.3934589083058,0.863432244256837,3.82621858960639,0.000362864724701845,10.1381899045547,-0.211960452116519,0.946988548152409,0.210806939319444,115.623889345348,6.63514541284063,897.351903176116,240.436340521105,813180,FALSE,1.64530983275293
"20181005_R01_001-Scene-11-P3_seg_0_cid_16","20181005_R01_001.czi",10,16,"+TSA","20181005_R01_001-Scene-11-P3_seg_0_cid_16",1843.35714285714,10,5.95155707412849,6.68528329951201,2554,1032.34422612266,1087,1106,266.869359665864,772906831,1126.74608423632,139.109226637565,671.88701539412,324.515900199558,593307,155384,52,0,85.3967284233415,67.7876613983606,23.8243066899428,188.991306783081,0.944017680535487,-0.328205641440014,-0.033341802041111,173.189326368683,120.499522889654,-0.329314978947952,-0.943522882544453,-0.036279674137394,780.407532302993,54.1782346636474,0.0195515594495575,-0.0452286086670212,0.998785317013189,2050.56091357994,0.975064501331812,0.996426913909712,1.12354238778051,43712,0.000710269562441714,118.520909925514,0.861233637584017,4.25763132366717,0.00026157083165701,11.2201577102704,-0.214367389838288,0.960504956710027,0.157270688938076,174.579640643166,7.25568193817767,1640.45790123514,439.744702790164,748691,FALSE,1.67698743750151
"20181005_R01_001-Scene-11-P3_seg_0_cid_26","20181005_R01_001.czi",10,26,"+TSA","20181005_R01_001-Scene-11-P3_seg_0_cid_26",1975.26984126984,9,5.7483729476137,6.65375740361514,2673,937.659006840073,987,1023,266.520392053803,462107426,1036.10046568562,145.109697721083,621.587580420536,316.984368400821,375790,117041,50,0,72.5563692219037,51.1407013763339,24.7603985950559,144.839629705679,0.986417699962706,0.156117321919074,0.0510637150734466,157.955651438378,108.935406022239,0.159125853695053,-0.985347919228495,-0.0613876270749712,614.076179305977,52.9890615262237,-0.040731853457786,-0.0686793991593645,0.996806930275368,1201.39921731947,0.966351580918333,0.991319300037702,1.09112554773174,33682,0.000897430308819208,105.02894827014,0.860255835924085,4.17416055860857,0.000283394352521467,10.9447645809419,-0.212533611438462,0.95660430379584,0.171289939704791,145.197316591501,7.0944713393439,1432.17111077867,384.300014762203,492831,FALSE,1.66686159492544
"20181005_R01_001-Scene-11-P3_seg_0_cid_3","20181005_R01_001.czi",10,3,"+TSA","20181005_R01_001-Scene-11-P3_seg_0_cid_3",1594.24285714286,10,5.76456487763959,6.55641579720103,1926,897.449607770578,950,964,243.216326974044,390459683,992.419560053065,120.875849773612,619.996313555121,293.183301659005,324130,110947,44,0,51.8548371897388,80.4635639208692,19.4616998830092,151.371481407751,0.28059335220742,0.958930053559759,0.0414791884790503,112.75424534606,111.331309603208,0.955108454269916,-0.274673470045491,-0.111005970268727,643.678328936752,47.0272122851716,0.0950537283810318,-0.0707646609053358,0.992953750930937,1416.18026953171,0.984537894448989,0.99682540276662,1.06994183489093,31505,0.000518955157545042,215.251146281159,0.827845908953357,4.62129588523774,0.000206602465334366,11.7304669143909,-0.195990421994277,0.953809849780053,0.130451395707389,210.506756771664,7.47700295415774,2372.52773056682,646.944719211994,435077,FALSE,1.60068622724937
"20181005_R01_001-Scene-11-P3_seg_0_cid_21","20181005_R01_001.czi",10,21,"+TSA","20181005_R01_001-Scene-11-P3_seg_0_cid_21",2077.89523809524,15,5.64516222760384,6.8091445610558,2974,1082.27531787005,1143,1168,309.614931427862,615072215,1195.82090301924,170.891655869799,708.106099312221,364.734513849126,436004,132310,50,0,59.0510351671787,76.0761093339245,24.0973493526466,168.264088362541,0.444877034751145,-0.89553696571202,-0.00989782775851332,163.735355266576,101.656681610427,-0.894819961045938,-0.44492524483682,0.0365891216161614,562.988921362989,51.105979073133,0.0371707043890144,0.00742088607943453,0.999281376382558,1714.05290934004,0.956774049155298,0.995427005909865,1.08401361612889,37424,0.000827863370287981,111.161381999539,0.87069442721525,4.22470677981334,0.000272728616585815,11.084271577059,-0.213871697983274,0.958748270187778,0.165806378129947,155.447974711594,7.17424358086576,1647.95585218666,439.77930854655,568314,FALSE,1.68875950112664
"20181005_R01_001-Scene-11-P3_seg_0_cid_17","20181005_R01_001.czi",10,17,"+TSA","20181005_R01_001-Scene-11-P3_seg_0_cid_17",1954.78571428571,8,5.65268965605146,6.64032518324993,2519,986.629908740239,1042,1083,266.490013208918,419475572,1086.84865039749,139.806820197528,663.384128403896,316.462376309868,324540,100620,52,0,54.7881409351773,65.1133338037445,23.6949571925863,140.053302261282,0.536575242576701,-0.841904154903882,-0.0573097113003994,167.693992601956,96.0035877068604,-0.843105569411024,-0.532005722698678,-0.0783767174865791,480.833854726507,56.8558580458653,-0.0354965897216571,-0.0903731429764314,0.99527518161898,1110.14224410905,0.937213324792092,0.988525159399157,1.14223391300274,29043,0.000780233728412154,129.729861365812,0.852196912228052,4.3024785663543,0.000258529713275104,11.1464280524412,-0.207900884557424,0.955797664625054,0.157703510421686,171.682142250595,7.18881953013239,1671.18085728624,450.227679663011,425160,FALSE,1.63833984544135
"20181005_R01_001-Scene-11-P3_seg_0_cid_5","20181005_R01_001.czi",10,5,"+TSA","20181005_R01_001-Scene-11-P3_seg_0_cid_5",1733.15873015873,9,5.19603011484521,6.50075230834484,1992,883.749110901053,930,966,233.757346269129,416975808,968.80783356425,121.015070841796,597.406207777305,287.999325077392,363768,108058,47,0,67.528608003798,55.121722838504,20.6459584677402,147.831046012759,0.935436230970249,-0.35147513584313,-0.0377397227365064,134.286453052822,108.173144659352,-0.349479852073597,-0.935570682349786,0.0507082963840422,643.737345108146,49.6745021460285,0.05313088351224,0.034245104929158,0.998000191385553,1250.22719816459,0.978000100995945,0.994214850660014,1.15991124247795,30742,0.000574292774155233,175.530711321155,0.835177821972011,4.51000201359308,0.000221438718633939,11.5520571107652,-0.195965952493994,0.951521462934391,0.137390962656461,191.194550448486,7.37640429153652,2023.89154019095,549.855562878026,471826,FALSE,1.62169026861768
"20181005_R01_001-Scene-11-P3_seg_0_cid_7","20181005_R01_001.czi",10,7,"+TSA","20181005_R01_001-Scene-11-P3_seg_0_cid_7",2138.45054945055,13,5.32325286258265,6.81060434501572,2986,1069.51979955058,1129,1168,292.984746665542,610180297,1182.68868327536,154.982190349581,735.798644757607,344.970601210187,426042,144476,60,0,89.4285263567495,56.4552441816034,28.7238684844299,186.06666859372,0.963060240072882,-0.264218230645973,-0.0519971209306344,146.401779643598,98.7708015798543,-0.233800597437252,-0.91622325997617,0.325380113892388,508.770626429284,58.7217958574977,0.133612329628473,0.301203692661546,0.944152572891851,2212.27464023333,0.9577037683539,0.997807897261969,0.965423326967589,42134,0.000872678470371923,120.159363105394,0.852341338690974,4.20446404239413,0.000283220928227517,11.0030106941131,-0.219937801556278,0.9611486611756,0.173017719510869,167.159104666113,7.15382983126451,1549.98186500194,417.535307026835,570518,FALSE,1.60735371246161
"20181005_R01_001-Scene-12-P4_seg_0_cid_10","20181005_R01_001.czi",11,10,"+TSA","20181005_R01_001-Scene-12-P4_seg_0_cid_10",1788.41666666667,12,5.64775328646033,6.71847693130109,2490,994.634303719523,1060,1095,288.983345262164,455504715,1115.23476925631,135.182549552436,657.339344044836,333.94657328897,337344,120618,50,0,65.7684545879352,74.5619178010403,23.2669107917251,165.288866976494,0.602651045566545,-0.797830638819884,-0.0166730032629615,143.901247944992,95.295760677099,-0.788875566448577,-0.592475276364729,-0.163243338476569,457.155122410219,53.5840006918602,-0.120362194803798,-0.111531693508145,0.986444941902597,1571.56985780452,0.949166140864905,0.995799075055627,1.00507012873073,34752,0.000708830682426389,147.808497425051,0.849294704324993,4.3556694050484,0.000251085191651396,11.2755350682772,-0.215888716812642,0.961557279159989,0.154873291145225,185.878862826086,7.29281496230964,1877.79181260012,506.400077506291,457962,FALSE,1.69658910479005
"20181005_R01_001-Scene-12-P4_seg_0_cid_1","20181005_R01_001.czi",11,1,"+TSA","20181005_R01_001-Scene-12-P4_seg_0_cid_1",1949.5974025974,11,6.00088132975299,6.93102682660441,2569,1194.59399187361,1276,1340,344.401279934825,955217664,1331.02172700869,167.538338072246,727.961723440247,383.26928048764,618723,180894,47,0,78.4762480037318,89.5198463764527,23.6432154393916,187.701670036491,0.674632023843173,0.738103131653379,-0.0086832855958352,150.392919836342,133.961733868002,0.737971958152111,-0.674157404528993,0.030152659913686,1005.81368008827,48.3174795131278,-0.0164018714298987,0.0267499712561774,0.999507587590705,2101.1130160086,0.988758151372414,0.997435024062917,1.01913309999108,50440,0.000439874336140798,166.735709917229,0.884061940570887,4.51602500637464,0.000215155599740929,11.8570060017869,-0.224975834044274,0.970906281461288,0.133198296893539,205.911910438415,7.65472792165868,2807.36495636933,743.525166571639,799617,FALSE,1.82842268233345
